user_id,create_date,name,screen_name,followers_count,language,location,retweet,content
93073174,2020-10-20 16:15:04,End Slavery Now,EndSlaveryNow,28205,en,,0,"If you are a flight attendant or someone else who still needs to travel by air these days learn how to spot the signs of #HumanTrafficking in an airport. #EndHumanTrafficking #TravelTuesday

https://t.co/Y87aaCQl2i"
26534343,2020-10-20 16:14:56,Palm Beach County,pbcgov,58748,en,"West Palm Beach, FL",1,"RT @DHSBlueCampaign: If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call t…"
1243570953768046593,2020-10-20 16:14:29,Nugos,Nugos7,6,en,,1,RT @NicolateGwati: @aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Nami…
298223983,2020-10-20 16:14:18,Susan,Truthspeaker57,205,en,,1,"RT @DHSBlueCampaign: If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call t…"
513353300,2020-10-20 16:12:59,Peg,MontanaPeg,432,en,,1,"RT @DHSBlueCampaign: If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call t…"
34850828,2020-10-20 16:11:55,Adorable Deplorable 🇺🇸🍑🇺🇸,armourprotected,1153,en,The South,1,"RT @DHSBlueCampaign: If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call t…"
1309984798245638146,2020-10-20 16:11:50,Mariana Kremser (Mircea ),mariana_kremser,73,en,United States of Europe. 💚🌍,1,"RT @Europol: In 2019, Europol supported EU law enforcement in 1 427 human trafficking cases and identified over 5 000 suspects. Bringing pe…"
1309984798245638146,2020-10-20 16:11:41,Mariana Kremser (Mircea ),mariana_kremser,73,en,United States of Europe. 💚🌍,1,"RT @Europol: How would you feel if you were betrayed, tricked, forced to do work you didn't want to do, exploited and threats made to you a…"
1310952269228244995,2020-10-20 16:11:31,dixiesdove_,dixiesdove,38,en,Urmomshouse ,1,"RT @DHSBlueCampaign: If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call t…"
39384517,2020-10-20 16:11:15,ICE,ICEgov,458466,en,"Washington, DC",1,"RT @DHSBlueCampaign: If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call t…"
4898640023,2020-10-20 16:09:40,NoelCares💕💕,Edemfresh360,35,en,"Dubai, United Arab Emirates",1,RT @NicolateGwati: @aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Nami…
267177726,2020-10-20 16:09:06,Winter Park Police,WinterParkPD,9034,en,"Winter Park, Florida, USA",1,"RT @DHSBlueCampaign: If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call t…"
19100513,2020-10-20 16:07:01,L Perkins,lperk,416,en,East Bay,1,"RT @TrafficInPeople: Fact check: Trump signed 2 executive orders, 3 proclamations against #humantrafficking - #USA TODAY https://t.co/3n8Lm…"
104993146,2020-10-20 16:07:00,Lilia Rotoloni,lrotoloni,179,en,"Vienne, Autriche",1,"RT @osce_cthb: The Joint Webinar Series will resume on Thursday, with Webinar2️⃣""Victim Identification and Interviewing."" We asked Chris To…"
1407656906,2020-10-20 16:06:27,Erie County Sheriff,ECSONY1,8150,en,"Buffalo, NY",1,"RT @DHSBlueCampaign: If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call t…"
1293510025680478208,2020-10-20 16:05:26,Jane Eden,jane__eden,789,en,"Kampala, Uganda",1,"RT @BSISCS: The SCREEN Report identifies the trends and associated risks impacting global supply chains in the year ahead, such as:  Shifti…"
214731851,2020-10-20 16:05:23,BSI Supply Chain,BSISCS,1149,en,"Scottsdale, Arizona",0,"The SCREEN Report identifies the trends and associated risks impacting global supply chains in the year ahead, such as:  Shifting Supply Chains in Asia, #humanTrafficking, Political Protests, #ClimateChange, and Global Risk of Terrorism. 

https://t.co/Tfhmov2vIJ https://t.co/nrHLNlLEX8"
931239693534093312,2020-10-20 16:05:17,DHS Blue Campaign,DHSBlueCampaign,49591,en,,0,"If you think someone is a #humantrafficking victim, do not approach them. Doing so could be dangerous. Instead, call the HSI Tip Line at 1-866-347-2423 or the National Human Trafficking Hotline at 1-888-373-7888. Learn more: https://t.co/6TBYnKuPau https://t.co/euEGKQbsdR"
866659083239247872,2020-10-20 16:04:33,Sacred Geometry 🇺🇸 🐉,Warrior_4Truth,4030,en,Everywhere,1,"RT @CoralineElise: We all know Marilyn Manson is dark, but just how dark does he get? VERY. WARNING: DISTURBING CONTENT.Just take a look at…"
822913722897178624,2020-10-20 16:04:12,SantaMonicaGasChambers,SMGasChambers,1511,und,"Santa Monica, CA",1,RT @SMGasChambers: 🆘 #GangStalking  #HumanTrafficking #ChemicalWeapons #Arsenic #Barium #Strontium #OrganoPhosphates #Cancer  #California #…
712434312059101184,2020-10-20 16:02:45,DeliverFund,DeliverFund,1370,en,United States,0,"On October 29, join the Hood County Substance Abuse Council in raising money to break the chains of substance abuse and #HumanTrafficking.⁠

Support a great cause and enjoy a BBQ dinner with live music, silent auction, and live auction. 
⁠
Link to RSVP: https://t.co/mQMui3OYzm https://t.co/2vY5Y1KkK4"
345636335,2020-10-20 16:00:49,King George #SARSMUSTEND,GeorgeUmoh,157,en,Where am destined to be...,1,RT @NicolateGwati: @AyoBankole @feminist_co Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS …
770807605,2020-10-20 15:58:42,U.S. Attorney Tim Garrison,USAttyGarrison,986,en,"Missouri, USA",0,"Per #UNHCR, America receives more #AsylumSeekers than the vast majority of countries.

New @TheJusticeDept &amp; @DHSgov rule asks that they not commit #felonies, #HumanTrafficking, #DomesticViolence, or #DWI, among other low bars.
https://t.co/v3LaCUWhkI"
1263790145515524098,2020-10-20 15:58:04,Moores Discount Home Decor,DecorMoores,862,en,"Florida, USA",1,"RT @JohnMeadAuthor: COLDHARBOUR 
Planned #publicationday : 06/11/2020 on #KindleUnlimited 

https://t.co/K0s36ubA38

#October #NovemberIsCo…"
970256162183528449,2020-10-20 15:54:37,William Beaulieu,William08640111,3337,en,,0,"#Portland police officers have negatively critiqued their own department's response to #HumanTrafficking &amp; #CSAsurvivors especially those in minority groups, worst of all being #MMIW
#BlackLivesMatter
#EndGenocide https://t.co/KhHEeQ8f3u"
1303655029073571842,2020-10-20 15:53:10,Alfin Firdaus,AlfinFi75336814,2,in,,1,"RT @anggiaermarini: Live Webinar "" Zero Human Trafficking""
Kerja Kolaborasi Untuk Penyelesaian Persoalan Perdagangan Orang di Indonesia...!…"
1206508063,2020-10-20 15:52:54,JD Grayson,JDGraysonbooks,10313,en,"Florida, USA",1,"RT @JohnMeadAuthor: COLDHARBOUR 
Planned #publicationday : 06/11/2020 on #KindleUnlimited 

https://t.co/K0s36ubA38

#October #NovemberIsCo…"
1160986638199246853,2020-10-20 15:52:37,Joebluett🇳🇬💙✊🏿,Oluwafe56891725,87,en,,1,RT @NicolateGwati: @ShehuSani Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Namibia…
1317760383067836418,2020-10-20 15:51:50,Shugarrrr,Shugarrrr2,1,en,,1,RT @NicolateGwati: @aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Nami…
156763697,2020-10-20 15:51:07,🕯,ShayC5,1436,en,"The South, USA",0,"@CNN @donie This is 100% about WHO the movement is implicating and survivors have fingered...otherwise why would ANYONE use ""baseless"" ""unfounded"" ""disproven"" ""conspiracy"" to criticize a group for fighting violent pedophilia &amp; sacrifice &amp; organized #HumanTrafficking on an industrial scale?"
2778909515,2020-10-20 15:50:21,elleth,ellletj,159,en,,1,"RT @EUHomeAffairs: The EU reaffirms its commitment to eradicating #HumanTrafficking and punishing perpetrators on #EUAntiTraffickingDay
👉Th…"
1008176372622110720,2020-10-20 15:48:26,TORA🇯🇵🐯虎の巻📜,tooranomaki6910,8420,ja,Tokyo,1,"RT @tooranomaki6910: 【ペドランド香港🇨🇳】
#Catholic #Vatican #Pedo #HongKong
#DS #CABAL #HumanTrafficking
#ペド #カトリック #バテレン追放令

トランプ🇺🇸大統領の国連向け演説

『ペド…"
1008176372622110720,2020-10-20 15:45:10,TORA🇯🇵🐯虎の巻📜,tooranomaki6910,8420,ja,Tokyo,1,"RT @tooranomaki6910: 【CNN🇺🇸】
#Twitter #Google #illegal #Manipulation
#Sleepy #Creepy #Hunter #Ukraine #China #James #WaterIsland #Antifa
#B…"
1310072421647613952,2020-10-20 15:44:58,Saint Ni Mi,SaintNiMi1,4,en,,1,RT @NicolateGwati: @aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Nami…
233578439,2020-10-20 15:44:32,Haruna Hassan,yahharun,347,en,Ask Cortana,1,RT @NicolateGwati: @aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Nami…
15245835,2020-10-20 15:40:03,Doug Bardwell - Photographer & Writer,photodb,3227,en,Northeast Ohio  USA,0,Three organizations join the Alliance to End Slavery and Trafficking - would you care to join them?.  #sextraffic #humantrafficking #stopslavery  #37 https://t.co/fcS9w0syJ2 https://t.co/KRrDbK0l4I
3406359117,2020-10-20 15:39:45,Craig Dunkleberger,lifecoachfuture,26,en,"Hell, Maryland",1,RT @JCTownsonUK: 10 years since UK Anti-Slavery Day Bill raising awareness of #modernslavery and #HumanTrafficking. Time to reflect on real…
541957579,2020-10-20 15:35:52,Laura Story Johnson,lstoryjohnson,812,en,,1,"RT @osce_cthb: Traffickers take advantage of the #COVID19: ""We are already seeing traffickers adjust their strategies in sexual exploitatio…"
42378201,2020-10-20 15:35:22,Xolani Mdluli,Xolani0521,158,en,South Africa gauteng jhb,1,"RT @ARRT_Tattoos: For beautiful affordable tattoos contact
🔌 @ARRT_Tattoos 

📍Roodepoort, Ruimsig 
✍🏽 Brown Skin, Realism &amp; 3D Tattoos. 
🏡…"
725820537566437376,2020-10-20 15:32:51,Taylor Bambico,AuthorTBambico,3923,en,"Washington, USA",0,"@freedomambition Awesome!
“Traffic” is a dark story, however when a young woman is cast into the world of human trafficking after being bought by a prominent CEO, those most responsible have no idea the wrath she will bestow upon them.
#HumanTrafficking #sexslavery 

https://t.co/cHdE1l53gA"
1317551809473466381,2020-10-20 15:29:35,Kim Shattles,ShattlesKim,293,en,"Bourbonnais, IL",1,"RT @P4tR10tBoo: US Arrests Mexico’s Former Defense Secretary In Los Angeles - He's Known As ""THE GODFATHER"" In The Criminal Underworld. A V…"
188759678,2020-10-20 15:28:35,Akinniyi Tumilara,Tumieaky,90,en,"Lagos, Nigeria",1,RT @NicolateGwati: @aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Nami…
23350577,2020-10-20 15:27:10,Radio Fنll Gospel,FullGospel,5253,en,"Sweden, Europe.",1,"RT @osce_cthb: The Joint Webinar Series will resume on Thursday, with Webinar2️⃣""Victim Identification and Interviewing."" We asked Chris To…"
1008176372622110720,2020-10-20 15:26:44,TORA🇯🇵🐯虎の巻📜,tooranomaki6910,8420,ja,Tokyo,1,"RT @tooranomaki6910: 【Joe Biden】
#Sleepy #Creepy #Stupid #Bastard
#DS #Puppet #Hunter #Ukraine #China #James #WaterIsland #Catholic #Vatica…"
1140546806041985024,2020-10-20 15:26:06,Nomsa,Nomsa02318330,428,en,,1,"RT @PatriotMarc: The people who are denying that Zimbabweans are criminals are the ones benefiting from illegal immigrants.

I have ONE wor…"
360901226,2020-10-20 15:25:19,Dshoeplug,Petlfc1,3277,en,"Zaria, Nigeria",1,RT @NicolateGwati: @AsiwajuLerry Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Nami…
1008176372622110720,2020-10-20 15:22:27,TORA🇯🇵🐯虎の巻📜,tooranomaki6910,8420,ja,Tokyo,1,"RT @tooranomaki6910: 【POTUS】
#Wuhan #Virus #Terrorism #HongKong #ANTIFA #HumanTrafficking #FraudAnon #Mongol #China

トランプ🇺🇸大統領
『日本🇯🇵は偉大な国だ！…"
388125380,2020-10-20 15:22:11,chima,Costan306,371,en,,1,RT @NicolateGwati: @fisayosoyombo Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Nam…
1691652494,2020-10-20 15:20:11,Justice plus Freedom,freedomforother,2709,en,,0,LIVE IN TN and suspect someone may be a victim of #HumanTrafficking?  Call 1-800-558-6484. https://t.co/dcCpSeub4m
3131563661,2020-10-20 15:17:10,OSCE Anti-Trafficking,osce_cthb,2605,en,"Vienna, Austria",0,"The Joint Webinar Series will resume on Thursday, with Webinar2️⃣""Victim Identification and Interviewing."" We asked Chris Toth, @NatlAssnAttysGn E.D. and @iaprosecutors ExCo's member, to send a message to the attendees. Why their commitment to #justice matters? 🔚#HumanTrafficking https://t.co/xJZtNKbFa5"
927474456246833152,2020-10-20 15:14:16,_Other Guy®️🇦🇲🇿🇦,other_coelho,6337,en,Pretoria (South Africa),1,"RT @NYDARSA: Prevent and combat trafficking in persons (TIP).

#humantrafficking 
#StopHumanTrafficking 
#humantraffickingawareness https:/…"
2600512877,2020-10-20 15:14:11,BeFUS,urbanprevention,374,en,Belgium,1,"RT @EUHomeAffairs: The EU reaffirms its commitment to eradicating #HumanTrafficking and punishing perpetrators on #EUAntiTraffickingDay
👉Th…"
1295607678446772224,2020-10-20 15:13:16,Aqua_Man🖤♒️22,Danieil12,341,en,Somewhere in the World ,1,RT @NicolateGwati: @AsiwajuLerry Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Nami…
257097577,2020-10-20 15:11:02,Citizen of EU,wavetossed,5689,en,"Vancouver, BC",0,#TRUMP2020ToSaveAmerica #HumanTrafficking happens on the sea lanes to #China where containers are transhipped onto boats headed to the #USA. #MAGA2020 https://t.co/seJ3m28Dck
2942178901,2020-10-20 15:09:02,Marinus Analytics,MarinusAI,977,en,"Pittsburgh, PA",0,"A big thanks to @NSF and @NSFSBIR for believing in our mission to use #AI and #machinelearning to fight #humantrafficking. Their I-Corps program has been invaluable to our success in deploying Traffic Jam to law enforcement across the US, UK, and Canada.

https://t.co/eE2mzcevbc"
312813243,2020-10-20 15:05:51,Rock,RockRt66,614,en,"Lima  Ohio, USA ",1,RT @ImplantedTI: Oct19/9:30pm (1402) Being blasted with #SonicWeapons by #DomesticTerrorists.  #BurbankCA #HumanTrafficking #CubaSyndrome #…
27687024,2020-10-20 15:05:13,SKULL SKULL,BYWSKULL,337,en,HELL,1,"RT @PixelProject: #USA: Suing sex traffickers

https://t.co/WRh17dPezK

#VAW #SexualAssault #ForcedProstitution #HumanTrafficking"
1270679426892795904,2020-10-20 15:00:51,JaneBond,DscheynBond007_,442,en,DscheynBond007@web.de,1,RT @ImplantedTI: Oct19/9:30pm (1402) Being blasted with #SonicWeapons by #DomesticTerrorists.  #BurbankCA #HumanTrafficking #CubaSyndrome #…
1277741953074036743,2020-10-20 14:59:27,CAPT Shuyan Huang MD #JusticeVirus 4 LavenaJohnson,CptHuang,272,en,D.C. Metropolitan Area,0,"@elpais_america This time the U.S. government will be on trial for crimes against humanity (and worldwide too because of #humantrafficking).  I look forward to the next Nuremberg #savethchildren
Ref: https://t.co/ma7EN85K2s
Clinton was part of the ineffective policy making https://t.co/JCeqvLcvML"
1097170476277874691,2020-10-20 14:56:10,@Best Trends❄️,promzy_best,67,en,"Abuja, Nigeria",1,RT @NicolateGwati: @ShehuSani Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Namibia…
887804693996605441,2020-10-20 14:56:04,Mikael Velly,MikaelVelly,460,en,,1,RT @NicolateGwati: @fisayosoyombo Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Nam…
1277247189509500928,2020-10-20 14:52:29,Melodious Mastor,SingingSaguaro,84,en,,1,"RT @P4tR10tBoo: US Arrests Mexico’s Former Defense Secretary In Los Angeles - He's Known As ""THE GODFATHER"" In The Criminal Underworld. A V…"
239375683,2020-10-20 14:51:00,NIGERIA IS A FUCKING DEATH TRAP,snikajulo,2354,en,Inside life,1,RT @NicolateGwati: @AishaYesufu @DarrenAllenDunn These are the cries of our people Africa. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #E…
15245835,2020-10-20 14:50:03,Doug Bardwell - Photographer & Writer,photodb,3227,en,Northeast Ohio  USA,0,Sign the pledge - an easy way to start helping human trafficking victims. Takes just a minute at most. .  #sextraffic #humantrafficking #stopslavery  #16 https://t.co/0ZcsTYaYRv https://t.co/TnWECKVG5C
267158189,2020-10-20 14:46:42,E.A. ADEDEJI & CO(Harwood Solicitors),bewitaye,545,en,"Abuja, Nigeria",1,RT @NicolateGwati: @Omojuwa Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Namibia #…
520415012,2020-10-20 14:45:34,Theresa Kline,theresa_kline,55,en,"Bethesda, MD",1,RT @YehudaVX: Thank you @realDonaldTrump @SecPompeo @IvankaTrump for aggressively combatting #humantrafficking #CrimesAgainstHumanity #Orga…
15245835,2020-10-20 14:45:03,Doug Bardwell - Photographer & Writer,photodb,3227,en,Northeast Ohio  USA,0,"Take a moment right now, to copy these hotline phone numbers to a ""Notes"" app on  your phone for someone in need..  #sextraffic #humantrafficking #stopslavery  #30 https://t.co/3pcS5pu5Jq https://t.co/2NG9IoDjZY"
4162312348,2020-10-20 14:40:50,SⲀS.ⲙⲕ,CoeurDeCresson,1235,en,Sangri La,0,"@GreeceMFA @StateDept

Foul play for the @UN,@EU_Commission,&amp; the #ErdoğanicSaruman @RTErdogan:

A dignitary of their precious #Sarraj Government, being introduced in international meetings as “a commander of the Libyan coastguard”, turned out to be a #HumanTrafficking ringleader https://t.co/wsTNfvOUE8"
901306180810756097,2020-10-20 14:40:11,Helena Hernández*,Helena77Hdez,8398,en,"Medellín, Colombia",1,"RT @osce_odihr: Marking #EUAntiTraffickingDay, ODIHR &amp; @UN_Women are today making policy recommendations to combat the increase in #HumanTr…"
93073174,2020-10-20 14:40:01,End Slavery Now,EndSlaveryNow,28205,en,,0,"In honor of #TravelTuesday learn about travel companies that are protecting children from #HumanTrafficking. #EndHumanTrafficking

https://t.co/t7kf7BBol9"
895013905784766464,2020-10-20 14:38:34,IniciativaProEquidad,ProEquidadGen,722,en,,1,"RT @osce_odihr: Marking #EUAntiTraffickingDay, ODIHR &amp; @UN_Women are today making policy recommendations to combat the increase in #HumanTr…"
289264667,2020-10-20 14:37:57,Vierra,v_phabolous,2392,en,Ghana,1,RT @NicolateGwati: @BBCAfrica Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Namibia…
1188153241,2020-10-20 14:36:43,Mad Trafficking,MadTrafficking,6526,en,#endhumantrafficking,1,"RT @MadTrafficking: Who can be the victims of human trafficking?

ANYONE can be trafficked regardless of class, education, gender or age wh…"
366480669,2020-10-20 14:36:29,Ivar  Argaed,IvarArgaed,47,lv,Asgard,1,"RT @IeM_gov_lv: 👉Mūsdienu vergturi mīt visur. Nav jāizbrauc no Latvijas, lai kļūtu par cilvēku tirdzniecības upuri. Dzenoties pēc vieglas n…"
1202446510509576192,2020-10-20 14:35:57,TacomaTi,Rickti10,489,en,,1,RT @ImplantedTI: Oct19/9:30pm (1402) Being blasted with #SonicWeapons by #DomesticTerrorists.  #BurbankCA #HumanTrafficking #CubaSyndrome #…
1313859928726147073,2020-10-20 14:34:44,elinor,elinorrstreet,16,en,"Baltimore, MD",1,"RT @CarlMellisa: Due to rapid increase of #HumanTrafficking and sexual assault, I urge my fellow sisters to get this condom called Rapex co…"
1107708347199954944,2020-10-20 14:30:13,Temitope,Aieesha_K,40,en,Nigeria,1,RT @NicolateGwati: @AsiwajuLerry Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Nami…
4287265097,2020-10-20 14:28:50,"Rob Schets,NEE TEGEN GGGGG &tegenVERPLICHT VACCIN!",AnthonySc6,2769,nl,Naast t Huis voor #Klokkenluiders in #BeerputNederland,1,RT @08_7d: #demmink #demminkdoofpot veel belangstelling voor #HumanTrafficking 🤔
1235171881319268353,2020-10-20 14:28:21,KMOP,kmop_ngo,68,en,"Greece, Athens",0,"https://t.co/Hu0GmqJGrg 

#guesswhat🤔

A new project is coming 🎯to make the anti-trafficking response system work better and produce better results.

Click and read the activities provided by #KMOP.

@helenadalli #humantrafficking #AMIF #refugees #migrants #EU @EU_Commission"
1047938745415155712,2020-10-20 14:27:52,Zeusnwa007,zeusnwa007,11,en,,1,RT @NicolateGwati: @iiampsticks Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibi…
822913722897178624,2020-10-20 14:27:51,SantaMonicaGasChambers,SMGasChambers,1511,und,"Santa Monica, CA",1,RT @SMGasChambers: #GangStalking #OrganizedStalking #HumanTrafficking #ChemicalWeapons #Arsenic #Cesium #Barium #Strontium #OrganoPhosphate…
1318150743648571392,2020-10-20 14:27:28,Freda,Elishafreda,3,en,,1,RT @NicolateGwati: @aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Nami…
